Genome_Id final names,Functional_group,Domain,Taxa_Super_Groups,Best_taxonomy_KINGDON,Best_taxonomy_PHYLUM,Best_taxonomy_CLASS
TARA_ASE_2028_MAG_00032,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_ASW_2018_MAG_00036,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_ASW_2018_MAG_00042,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_ION_45_MAG_00010,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_ION_45_MAG_00030,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_ION_45_MAG_00143,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_ION_45_MAG_00145,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_ION_45_MAG_00146,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_ION_45_MAG_00147,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_ION_45_MAG_00149,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00152,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_ION_45_MAG_00153,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_ION_45_MAG_00154,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_ION_45_MAG_00155,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00156,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_ION_45_MAG_00159,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00160,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_ION_45_MAG_00162,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_ION_45_MAG_00163,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Sister_Pycnococcus
TARA_ION_45_MAG_00164,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00165,Group_05,Eukarya,Cryptista,Chromista,Sister_Cryptophyta,Sister_Cryptophyta
TARA_ION_45_MAG_00166,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00167,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00168,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_ION_45_MAG_00169,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_ION_45_MAG_00170,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_ION_45_MAG_00171,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00172,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_ION_45_MAG_00173,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00175,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00176,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_ION_45_MAG_00177,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_ION_45_MAG_00178,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00179,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00180,Group_01,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_ION_45_MAG_00181,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00182,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00184,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00185,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_ION_45_MAG_00186,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00187,Group_06,Eukarya,Cryptista,Chromista,Cryptophyta,Cryptophyceae
TARA_ION_45_MAG_00188,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00189,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00190,Group_01,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_ION_45_MAG_00191,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00192,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_ION_45_MAG_00193,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00194,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_ION_45_MAG_00195,Group_01,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_ION_45_MAG_00196,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00198,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_ION_45_MAG_00199,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_ION_45_MAG_00200,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,NA
TARA_ION_45_MAG_00201,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_IOS_50_MAG_00056,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_IOS_50_MAG_00065,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_IOS_50_MAG_00098,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_IOS_50_MAG_00114,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_IOS_50_MAG_00115,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_IOS_50_MAG_00124,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Pelagophyceae
TARA_IOS_50_MAG_00125,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_IOS_50_MAG_00127,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Pelagophyceae
TARA_IOS_50_MAG_00132,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00134,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_IOS_50_MAG_00135,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_IOS_50_MAG_00136,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00137,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,NA
TARA_IOS_50_MAG_00138,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00139,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00142,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_IOS_50_MAG_00143,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00144,Group_04,Eukarya,Amoebozoa,Chromista,NA,NA
TARA_IOS_50_MAG_00146,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00149,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_IOS_50_MAG_00150,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_IOS_50_MAG_00152,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00153,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00154,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00155,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,Colpodea
TARA_IOS_50_MAG_00158,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,Oligotrichea
TARA_IOS_50_MAG_00159,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_IOS_50_MAG_00161,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00162,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00163,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_IOS_50_MAG_00164,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00166,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_IOS_50_MAG_00167,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_IOS_2018_MAG_00068,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00198,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_MED_95_MAG_00216,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Sister_Pycnococcus
TARA_MED_95_MAG_00273,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_MED_95_MAG_00308,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_MED_95_MAG_00362,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00378,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_MED_95_MAG_00389,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00390,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_MED_95_MAG_00393,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00394,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_MED_95_MAG_00395,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00396,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_MED_95_MAG_00397,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_MED_95_MAG_00398,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00399,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Mediophyceae
TARA_MED_95_MAG_00400,Group_05,Eukarya,Cryptista,Chromista,Sister_Cryptophyta,Sister_Cryptophyta
TARA_MED_95_MAG_00402,Group_06,Eukarya,Rhizaria,Chromista,Cercozoa,Chlorarachniophyceae
TARA_MED_95_MAG_00403,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00404,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00405,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00407,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00408,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_MED_95_MAG_00409,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_MED_95_MAG_00410,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00413,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Eustigmatophyceae
TARA_MED_95_MAG_00414,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00415,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00416,Group_03,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_MED_95_MAG_00417,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_MED_95_MAG_00418,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00419,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Pyramimonadophyceae
TARA_MED_95_MAG_00420,Group_05,Eukarya,Opisthokonta,Protozoa,Choanozoa,Choanoflagellatea
TARA_MED_95_MAG_00421,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_MED_95_MAG_00422,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00423,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_MED_95_MAG_00424,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Bacillariophyceae
TARA_MED_95_MAG_00425,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_MED_95_MAG_00428,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00430,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00431,Group_03,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_MED_95_MAG_00432,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00433,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00434,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00435,Group_05,Eukarya,Opisthokonta,Protozoa,Choanozoa,Choanoflagellatea
TARA_MED_95_MAG_00436,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00437,Group_05,Eukarya,Cryptista,Chromista,Sister_Cryptophyta,Sister_Cryptophyta
TARA_MED_95_MAG_00438,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00439,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00440,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00441,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00442,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00443,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_MED_95_MAG_00444,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00445,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,NA
TARA_MED_95_MAG_00446,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00447,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_MED_95_MAG_00448,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00449,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_MED_95_MAG_00450,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,NA
TARA_MED_95_MAG_00451,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00452,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00453,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00454,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00455,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_MED_95_MAG_00456,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_MED_95_MAG_00457,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_MED_95_MAG_00458,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00459,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00460,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00461,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00462,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_MED_95_MAG_00463,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Crustacea
TARA_MED_95_MAG_00464,Group_05,Eukarya,Stramenopiles,Chromista,New_Stramenopiles,New_Stramenopiles
TARA_MED_95_MAG_00465,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_MED_95_MAG_00466,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00467,Group_04,Eukarya,Stramenopiles,Chromista,Bacillariophyta,Coscinodiscophyceae
TARA_MED_95_MAG_00469,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00470,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Chrysophyceae
TARA_MED_95_MAG_00472,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00473,Group_03,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_MED_95_MAG_00474,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00475,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_MED_95_MAG_00476,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00477,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00478,Group_01,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_MED_95_MAG_00479,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_MED_95_MAG_00480,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00481,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_MED_95_MAG_00482,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00483,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00484,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00485,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00486,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_MED_95_MAG_00488,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_MED_95_MAG_00490,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00491,Group_01,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_MED_95_MAG_00492,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00493,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00494,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00495,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00496,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00497,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00498,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00499,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00500,Group_03,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_MED_95_MAG_00501,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00502,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00503,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00504,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_MED_95_MAG_00505,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00506,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00507,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_MED_95_MAG_00508,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00509,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00510,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00511,Group_05,Eukarya,Stramenopiles,Chromista,Bigyra,Bikosea
TARA_MED_95_MAG_00512,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00513,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00514,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,Oligotrichea
TARA_MED_95_MAG_00515,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_MED_95_MAG_00516,Group_02,Eukarya,Alveolata,Chromista,Ciliophora,Oligotrichea
TARA_MED_95_MAG_00518,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00519,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00520,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_MED_95_MAG_00521,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Crustacea
TARA_PON_109_MAG_00124,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PON_109_MAG_00166,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_PON_109_MAG_00217,Group_05,Eukarya,Stramenopiles,Chromista,Ochrophyta,Bolidophyceae
TARA_PON_109_MAG_00219,Group_05,Eukarya,Stramenopiles,Chromista,MAST-4,New_MAST-4
TARA_PON_109_MAG_00221,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Pelagophyceae
TARA_PON_109_MAG_00222,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PON_109_MAG_00226,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Chloropicophyceae
TARA_PON_109_MAG_00229,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PON_109_MAG_00231,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PON_109_MAG_00232,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PON_109_MAG_00233,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00239,Group_06,Eukarya,Stramenopiles,Chromista,Ochrophyta,Dictyochophyceae
TARA_PON_109_MAG_00250,Group_06,Eukarya,Haptista,Chromista,Haptophyta,Prymnesiophyceae
TARA_PON_109_MAG_00251,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00252,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00254,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00255,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00256,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00258,Group_05,Eukarya,Stramenopiles,Chromista,Heterokontophyta,Oomycota
TARA_PON_109_MAG_00259,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00260,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00261,Group_04,Eukarya,Alveolata,Chromista,Myzozoa,Myzozoa
TARA_PON_109_MAG_00262,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00263,Group_01,Eukarya,Opisthokonta,Animalia,NA,NA
TARA_PON_109_MAG_00264,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00265,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00266,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PON_109_MAG_00267,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PON_109_MAG_00268,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00269,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00270,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00271,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00272,Group_03,Eukarya,Opisthokonta,Animalia,Chordata,Appendicularia
TARA_PON_109_MAG_00273,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00274,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00275,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PON_109_MAG_00276,Group_01,Eukarya,Opisthokonta,Animalia,Arthropoda,Hexanauplia
TARA_PSE_93_MAG_00017,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
TARA_PSE_93_MAG_00090,Group_04,Eukarya,Archaeplastida,Plantae,Chlorophyta,Mamiellophyceae
