Genome_Id final names,Functional_group,Domain,Taxa_Super_Groups,Best_taxonomy_KINGDON,Best_taxonomy_PHYLUM,Best_taxonomy_CLASS
METDB_00331,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00332,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00333,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00334,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00335,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00336,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00337,,,Stramenopiles,,Ochrophyta,Pinguiophyceae
METDB_00338,,,Archaeplastida,,Chlorophyta,Trebouxiophyceae
METDB_00339,,,Archaeplastida,,Chlorophyta,Trebouxiophyceae
METDB_00340,,,Archaeplastida,,Chlorophyta,Trebouxiophyceae
METDB_00341,,,Archaeplastida,,Chlorophyta,Trebouxiophyceae
METDB_00342,,,Archaeplastida,,Chlorophyta,Picocystophyceae
METDB_00343,,,Stramenopiles,,Ochrophyta,Pinguiophyceae
METDB_00344,,,Alveolata,,Ciliophora,Colpodea
METDB_00345,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00346,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00347,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00348,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00349,,,Archaeplastida,,Chlorophyta,Chlorophyceae
METDB_00350,,,Archaeplastida,,Rhodophyta,Porphyridiophyceae
METDB_00351,,,Archaeplastida,,Rhodophyta,Porphyridiophyceae
METDB_00352,,,Archaeplastida,,Chlorophyta,Palmophyllophyceae
METDB_00353,,,Archaeplastida,,Chlorophyta,Palmophyllophyceae
METDB_00354,,,Archaeplastida,,Chlorophyta,Palmophyllophyceae
METDB_00355,,,Stramenopiles,,Bacillariophyta,Coscinodiscophyceae
METDB_00356,,,Stramenopiles,,Bacillariophyta,Coscinodiscophyceae
METDB_00357,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00358,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00359,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00360,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00361,,,Cryptista,,Cryptophyta,Cryptophyceae
METDB_00362,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00363,,,Alveolata,,Ciliophora,Spirotrichea
METDB_00364,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00365,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00366,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00367,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00368,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00369,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00370,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00371,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00372,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00373,,,Alveolata,,Ciliophora,Spirotrichea
METDB_00374,,,Alveolata,,Ciliophora,Spirotrichea
METDB_00375,,,Stramenopiles,,Ochrophyta,Dictyochophyceae
METDB_00376,,,Stramenopiles,,Ochrophyta,Dictyochophyceae
METDB_00377,,,Archaeplastida,,Chlorophyta,Pyramimonadales
METDB_00378,,,Archaeplastida,,Chlorophyta,Prasino-Clade-V
METDB_00379,,,Archaeplastida,,Chlorophyta,Prasino-Clade-V
METDB_00380,,,Archaeplastida,,Chlorophyta,Prasino-Clade-V
METDB_00381,,,Archaeplastida,,Chlorophyta,Prasino-Clade-V
METDB_00382,,,Archaeplastida,,Chlorophyta,Prasino-Clade-V
METDB_00383,,,Archaeplastida,,Chlorophyta,Prasino-Clade-V
METDB_00384,,,Archaeplastida,,Chlorophyta,Pyramimonadales
METDB_00385,,,Archaeplastida,,Chlorophyta,Pyramimonadales
METDB_00386,,,Archaeplastida,,Chlorophyta,Pyramimonadales
METDB_00387,,,Archaeplastida,,Chlorophyta,Pyramimonadales
METDB_00388,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00389,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00390,,,Stramenopiles,,Stramenopiles_X,Labyrinthulea
METDB_00391,,,Stramenopiles,,Stramenopiles_X,Labyrinthulea
METDB_00392,,,Stramenopiles,,Ochrophyta,Dictyochophyceae
METDB_00393,,,Stramenopiles,,Bacillariophyta,Coscinodiscophyceae
METDB_00394,,,Archaeplastida,,Rhodophyta,Rhodellophyceae
METDB_00395,,,Cryptista,,Cryptophyta,Cryptophyceae
METDB_00396,,,Cryptista,,Cryptophyta,Cryptophyceae
METDB_00397,,,Cryptista,,Cryptophyta,Cryptophyceae
METDB_00398,,,Archaeplastida,,Rhodophyta,Stylonematophyceae
METDB_00399,,,Archaeplastida,,Rhodophyta,Stylonematophyceae
METDB_00400,,,Rhizaria,,Foraminifera,Rotaliida
METDB_00401,,,Stramenopiles,,Ochrophyta,Pelagophyceae
METDB_00402,,,Stramenopiles,,Stramenopiles_X,Labyrinthulea
METDB_00403,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00404,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00405,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00406,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00407,,,Amoebozoa,,Tubulinea,Arcellinida
METDB_00408,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00409,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00410,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00411,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00412,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00413,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00414,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00415,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00416,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00417,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00418,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00419,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00420,,,Rhizaria,,Foraminifera,Miliolida
METDB_00421,,,Stramenopiles,,Ochrophyta,Chrysophyceae
METDB_00422,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00423,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00424,,,Stramenopiles,,Bacillariophyta,Coscinodiscophyceae
METDB_00425,,,Amoebozoa,,Stereomyxa,Stereomyxa_X
METDB_00426,,,Archaeplastida,,Chlorophyta,Trebouxiophyceae
METDB_00427,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00428,,,Alveolata,,Ciliophora,Spirotrichea
METDB_00429,,,Alveolata,,Ciliophora,Spirotrichea
METDB_00430,,,Alveolata,,Ciliophora,Spirotrichea
METDB_00431,,,Alveolata,,Ciliophora,Spirotrichea
METDB_00432,,,Apusozoa,,Hilomonadea,Planomonadida
METDB_00433,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00434,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00435,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00436,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00437,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00438,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00439,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00440,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00441,,,Stramenopiles,,Ochrophyta,Synchromophyceae
METDB_00442,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00443,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00444,,,Archaeplastida,,Chlorophyta,Chlorodendrophyceae
METDB_00445,,,Archaeplastida,,Chlorophyta,Chlorodendrophyceae
METDB_00446,,,Archaeplastida,,Chlorophyta,Chlorodendrophyceae
METDB_00447,,,Archaeplastida,,Chlorophyta,Chlorodendrophyceae
METDB_00448,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00449,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00450,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00451,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00452,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00453,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00454,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00455,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00456,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00457,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00458,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00459,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00460,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00461,,,Stramenopiles,,Bacillariophyta,Mediophyceae
METDB_00462,,,Stramenopiles,,Bacillariophyta,Bacillariophyceae
METDB_00463,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00464,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00465,,,Stramenopiles,,Stramenopiles_X,Labyrinthulea
METDB_00466,,,Alveolata,,Ciliophora,Prostomatea
METDB_00467,,,Archaeplastida,,Rhodophyta,Rhodophyceae
METDB_00468,,,Alveolata,,Dinoflagellata,Dinophyceae
METDB_00469,,,Stramenopiles,,Bacillariophyta,Coscinodiscophyceae
METDB_00470,,,Amoebozoa,,Lobosa,Amoebozoa_XX
METDB_00471,,,Stramenopiles,,Ochrophyta,Bolidophyceae
METDB_00472,,,Stramenopiles,,Ochrophyta,Bolidophyceae
METDB_00473,,,Stramenopiles,,Ochrophyta,Bolidophyceae
METDB_00474,,,Stramenopiles,,Ochrophyta,Bolidophyceae
METDB_00475,,,Stramenopiles,,Ochrophyta,Bolidophyceae
METDB_00476,,,Stramenopiles,,Ochrophyta,Bolidophyceae
METDB_00477,,,Stramenopiles,,Ochrophyta,Bolidophyceae
METDB_00478,,,Alveolata,,Ciliophora,Oligohymenophorea
METDB_00479,,,Amoebozoa,,Lobosa,Discosea-Flabellinia
METDB_00480,,,Amoebozoa,,Lobosa,Discosea-Flabellinia
METDB_00481,,,Stramenopiles,,Ochrophyta,Xanthophyceae
METDB_00482,,,Amoebozoa,,Lobosa,Discosea-Flabellinia
METDB_00483,,,Alveolata,,Chromerida,Chromerida_X
METDB_00484,,,Stramenopiles,,Ochrophyta,Chrysophyceae
METDB_00485,,,Haptista,,Haptophyta,Prymnesiophyceae
METDB_00486,,,Alveolata,,Dinoflagellata,Dinophyceae
